categoryPath,modelMode,reason,requiresSeedModels,priority,notes
Bahçe ve Yapı › Yapı Market › Hırdavat › Vida,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Hırdavat › Dübel,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Hırdavat › Çivi,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Hırdavat › Somun,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Hırdavat › Cıvata,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Hırdavat › Menteşe,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Hırdavat › Kilit,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Hırdavat › Tekerlek,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Elektrik › Priz,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Elektrik › Anahtar,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Elektrik › Sigorta,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Elektrik › Kablo,DISABLED,apparel/accessory style,false,3,
Bahçe ve Yapı › Yapı Market › Elektrik › Uzatma Kablosu,DISABLED,apparel/accessory style,false,3,
Bahçe ve Yapı › Yapı Market › Elektrik › Pano,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Elektrik › Sensör,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Tesisat › Musluk,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Tesisat › Batarya,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Tesisat › Duş Seti,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Tesisat › Vana,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Tesisat › Boru,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Tesisat › Sifon,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › Tesisat › Armatür,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › İzolasyon › Isı Yalıtımı,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › İzolasyon › Su Yalıtımı,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › İzolasyon › Ses Yalıtımı,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › İzolasyon › Çatı Kaplama,OPTIONAL,optional model,false,2,
Bahçe ve Yapı › Yapı Market › İzolasyon › Yalıtım Bandı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › CNC Makinesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Torna,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Freze,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Pres,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Lazer Kesim,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Plazma Kesim,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Şerit Testere,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Üretim Makineleri › Paketleme Makinesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Atölye Ekipmanları › Kompresör,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Atölye Ekipmanları › Jeneratör,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Atölye Ekipmanları › Kaynak Makinesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Atölye Ekipmanları › Hava Tabancası,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Atölye Ekipmanları › Takım Arabası,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Atölye Ekipmanları › Mengene,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Gıda Makineleri › Hamur Yoğurma,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Gıda Makineleri › Dilimleme Makinesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Gıda Makineleri › Et Kıyma Makinesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Gıda Makineleri › Vakum Makinesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Gıda Makineleri › Endüstriyel Mikser,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Endüstriyel Makineler › Gıda Makineleri › Fritöz,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Depolama › Depo Rafı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Depolama › Çelik Raf,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Depolama › Plastik Kasa,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Depolama › Palet,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Depolama › İstif Kutusu,DISABLED,apparel/accessory style,false,3,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Depolama › Dolap,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Taşıma › Transpalet,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Taşıma › İstif Makinesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Taşıma › Platform Arabası,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Taşıma › El Arabası,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Taşıma › Konveyör,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Depo ve Lojistik › Taşıma › Forklift Ataşmanı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Mağaza Ekipmanları › Raf Sistemi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Mağaza Ekipmanları › Vitrin,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Mağaza Ekipmanları › Askılık,DISABLED,apparel/accessory style,false,3,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Mağaza Ekipmanları › Manken,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Mağaza Ekipmanları › Kasa Bankosu,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Mağaza Ekipmanları › Fiyat Etiketi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Ödeme ve Otomasyon › Yazar Kasa,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Ödeme ve Otomasyon › POS Terminali,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Ödeme ve Otomasyon › Barkod Okuyucu,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Ödeme ve Otomasyon › Etiket Yazıcı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Ödeme ve Otomasyon › Para Çekmecesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Ödeme ve Otomasyon › Terazi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Soğutma › Market Dolabı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Soğutma › Şarküteri Dolabı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Soğutma › Dondurma Reyonu,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Mağaza ve Market › Soğutma › Soğuk Oda Ekipmanı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Mutfak Ekipmanları › Endüstriyel Fırın,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Mutfak Ekipmanları › Endüstriyel Ocak,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Mutfak Ekipmanları › Endüstriyel Bulaşık,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Mutfak Ekipmanları › Davlumbaz,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Mutfak Ekipmanları › Hazırlık Tezgahı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Servis Ekipmanları › Servis Arabası,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Servis Ekipmanları › Benmari,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Servis Ekipmanları › Çay Kazanı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Servis Ekipmanları › Kahve Makinesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Servis Ekipmanları › Buz Makinesi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Otel Ekipmanları › Mini Bar,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Otel Ekipmanları › Otel Tipi Kasa,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Otel Ekipmanları › Bagaj Arabası,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Otel Ekipmanları › Kat Arabası,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Restoran ve Otel › Otel Ekipmanları › Otel Tekstili,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › Kişisel Koruyucu › Baret,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › Kişisel Koruyucu › İş Ayakkabısı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › Kişisel Koruyucu › İş Eldiveni,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › Kişisel Koruyucu › Koruyucu Gözlük,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › Kişisel Koruyucu › Maske,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › Kişisel Koruyucu › Reflektörlü Yelek,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › Kişisel Koruyucu › Emniyet Kemeri,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › İşyeri Güvenliği › Yangın Söndürücü,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › İşyeri Güvenliği › Uyarı Levhası,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › İşyeri Güvenliği › Bariyer,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › İşyeri Güvenliği › İlk Yardım Dolabı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › İş Güvenliği › İşyeri Güvenliği › Acil Aydınlatma,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Kurumsal Donanım › Sunucu,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Kurumsal Donanım › Rack Kabin,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Kurumsal Donanım › UPS,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Kurumsal Donanım › Switch,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Kurumsal Donanım › Kurumsal Yazıcı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Kurumsal Donanım › Video Konferans Sistemi,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Güvenlik ve Geçiş › Turnike,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Güvenlik ve Geçiş › Kartlı Geçiş,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Güvenlik ve Geçiş › Parmak İzi Cihazı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Güvenlik ve Geçiş › X-Ray Cihazı,OPTIONAL,optional model,false,2,
Endüstriyel ve Ticari Ürünler › Ofis ve Ticari Teknoloji › Güvenlik ve Geçiş › Metal Dedektörü,OPTIONAL,optional model,false,2,
